PC,Machine,Ins,Type,Operands,zero,ra,sp,gp,tp,t0,t1,t2,s0,s1,a0,a1,a2,a3,a4,a5,a6,a7,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,t3,t4,t5,t6
0xc94,93020500,mv,ARITHMETIC,"t0, a0",0x0,0xe5c,0x7ff3cee4,0x0,0x0,0x9439a4bd,0x840a9080,0xe77e9094,0x0,0x0,0xb4b87033,0xfed2e457,0xa3eb316,0x47622e9c,0x37,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0xfb33353a,0x37,0x43210b7,0x43ab59d
0xc98,13830500,mv,ARITHMETIC,"t1, a1",0x0,0xe5c,0x7ff3cee4,0x0,0x0,0xb4b87033,0x840a9080,0xe77e9094,0x0,0x0,0xb4b87033,0xfed2e457,0xa3eb316,0x47622e9c,0x37,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0xfb33353a,0x37,0x43210b7,0x43ab59d
0xc9c,93030600,mv,ARITHMETIC,"t2, a2",0x0,0xe5c,0x7ff3cee4,0x0,0x0,0xb4b87033,0xfed2e457,0xe77e9094,0x0,0x0,0xb4b87033,0xfed2e457,0xa3eb316,0x47622e9c,0x37,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0xfb33353a,0x37,0x43210b7,0x43ab59d
0xca0,138e0600,mv,ARITHMETIC,"t3, a3",0x0,0xe5c,0x7ff3cee4,0x0,0x0,0xb4b87033,0xfed2e457,0xa3eb316,0x0,0x0,0xb4b87033,0xfed2e457,0xa3eb316,0x47622e9c,0x37,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0xfb33353a,0x37,0x43210b7,0x43ab59d
0xca4,930e0700,mv,ARITHMETIC,"t4, a4",0x0,0xe5c,0x7ff3cee4,0x0,0x0,0xb4b87033,0xfed2e457,0xa3eb316,0x0,0x0,0xb4b87033,0xfed2e457,0xa3eb316,0x47622e9c,0x37,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x47622e9c,0x37,0x43210b7,0x43ab59d
0xca8,33ff7200,and,LOGICAL,"t5, t0, t2",0x0,0xe5c,0x7ff3cee4,0x0,0x0,0xb4b87033,0xfed2e457,0xa3eb316,0x0,0x0,0xb4b87033,0xfed2e457,0xa3eb316,0x47622e9c,0x37,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x47622e9c,0x37,0x43210b7,0x43ab59d
0xcac,b37fc301,and,LOGICAL,"t6, t1, t3",0x0,0xe5c,0x7ff3cee4,0x0,0x0,0xb4b87033,0xfed2e457,0xa3eb316,0x0,0x0,0xb4b87033,0xfed2e457,0xa3eb316,0x47622e9c,0x37,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x47622e9c,0x37,0x383012,0x43ab59d
0xcb0,b3f2c201,and,LOGICAL,"t0, t0, t3",0x0,0xe5c,0x7ff3cee4,0x0,0x0,0xb4b87033,0xfed2e457,0xa3eb316,0x0,0x0,0xb4b87033,0xfed2e457,0xa3eb316,0x47622e9c,0x37,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x47622e9c,0x37,0x383012,0x46422414
0xcb4,33737300,and,LOGICAL,"t1, t1, t2",0x0,0xe5c,0x7ff3cee4,0x0,0x0,0x4202010,0xfed2e457,0xa3eb316,0x0,0x0,0xb4b87033,0xfed2e457,0xa3eb316,0x47622e9c,0x37,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x47622e9c,0x37,0x383012,0x46422414
0xcb8,b3c26200,xor,LOGICAL,"t0, t0, t1",0x0,0xe5c,0x7ff3cee4,0x0,0x0,0x4202010,0xa12a016,0xa3eb316,0x0,0x0,0xb4b87033,0xfed2e457,0xa3eb316,0x47622e9c,0x37,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x47622e9c,0x37,0x383012,0x46422414
0xcbc,b3c2d201,xor,LOGICAL,"t0, t0, t4",0x0,0xe5c,0x7ff3cee4,0x0,0x0,0xe328006,0xa12a016,0xa3eb316,0x0,0x0,0xb4b87033,0xfed2e457,0xa3eb316,0x47622e9c,0x37,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x47622e9c,0x37,0x383012,0x46422414
0xcc0,334fdf01,xor,LOGICAL,"t5, t5, t4",0x0,0xe5c,0x7ff3cee4,0x0,0x0,0xe328031,0xa12a016,0xa3eb316,0x0,0x0,0xb4b87033,0xfed2e457,0xa3eb316,0x47622e9c,0x37,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x47622e9c,0x37,0x383012,0x46422414
0xcc4,b3cf5f00,xor,LOGICAL,"t6, t6, t0",0x0,0xe5c,0x7ff3cee4,0x0,0x0,0xe328031,0xa12a016,0xa3eb316,0x0,0x0,0xb4b87033,0xfed2e457,0xa3eb316,0x47622e9c,0x37,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x47622e9c,0x37,0x383025,0x46422414
0xcc8,13050f00,mv,ARITHMETIC,"a0, t5",0x0,0xe5c,0x7ff3cee4,0x0,0x0,0xe328031,0xa12a016,0xa3eb316,0x0,0x0,0xb4b87033,0xfed2e457,0xa3eb316,0x47622e9c,0x37,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x47622e9c,0x37,0x383025,0x4870a425
0xccc,93850f00,mv,ARITHMETIC,"a1, t6",0x0,0xe5c,0x7ff3cee4,0x0,0x0,0xe328031,0xa12a016,0xa3eb316,0x0,0x0,0x383025,0xfed2e457,0xa3eb316,0x47622e9c,0x37,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x47622e9c,0x37,0x383025,0x4870a425
0xcd0,67800000,ret,UBRANCH,,0x0,0xe5c,0x7ff3cee4,0x0,0x0,0xe328031,0xa12a016,0xa3eb316,0x0,0x0,0x383025,0x4870a425,0xa3eb316,0x47622e9c,0x37,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x47622e9c,0x37,0x383025,0x4870a425
